ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Distance,Time_taken(min)
6A4D,VADRES11DEL02,35,4.5,22.308096,73.167753,22.438096,73.297753,Meal ,2,19.688553005364493,32
8EED,CHENRES11DEL01,30,4.7,13.064181,80.236442,13.074181,80.246442,Snack ,3,1.5523012503298028,15
D55D,LUDHRES14DEL02,33,4.8,30.892978,75.821847,31.022978,75.951847,Meal ,2,19.04258551569521,35
9395,JAPRES13DEL03,36,4.4,26.846156,75.8023,26.986156,75.9423,Snack ,2,20.857115324129595,37
A85C,CHENRES06DEL03,32,4.7,13.054347,80.257221,13.144347,80.347221,Drinks ,2,13.969878141806623,20
417C,MUMRES16DEL03,23,4.8,19.120083,72.907385,19.180083,72.967385,Drinks ,3,9.17785559642758,18
97B9,HYDRES06DEL01,23,2.5,17.455894,78.375467,17.525894,78.445467,Drinks ,1,10.756273454297123,32
9282,INDORES010DEL02,36,4.9,22.75004,75.902847,22.80004,75.952847,Meal ,3,7.562364213495008,19
85C5,BANGRES13DEL03,34,4.0,12.935662,77.61413,12.965662,77.64413,Snack ,3,4.657987774595948,31
A4E4,BANGRES04DEL01,37,4.7,12.98041,77.640489,13.05041,77.710489,Drinks ,3,10.867258681532135,29
31F4,CHENRES07DEL02,20,4.8,13.081878,80.248519,13.101878,80.268519,Snack ,3,3.104463374954771,15
6F1D,HYDRES15DEL03,34,4.7,17.45971,78.368855,17.54971,78.458855,Buffet ,1,13.828993309155415,19
25C9,MUMRES19DEL01,33,4.8,19.131141,72.813074,19.17114,72.853074,Meal ,2,6.118471180690497,33
E251,AURGRES07DEL01,24,4.8,19.875908,75.358888,19.885908,75.368888,Buffet ,2,1.5263928791727877,12
AA4A,MYSRES03DEL01,33,4.9,12.299524,76.64262,12.339524,76.68262,Meal ,3,6.218134914911527,29
B4B0,JAPRES11DEL02,23,4.3,26.90294,75.793007,27.03294,75.923007,Meal ,2,19.36338289365832,31
324C,BANGRES11DEL02,35,3.4,12.934365,77.616155,13.064365,77.746155,Meal ,2,20.182685858169084,31
5A46,BANGRES14DEL02,23,5.0,12.949934,77.699386,13.029934,77.779386,Buffet ,3,12.420345124240976,28
AD1E,SURRES12DEL01,37,4.2,21.183434,72.814492,21.253434,72.884492,Snack ,2,10.641157729337541,32
A559,BANGRES06DEL03,25,4.8,12.979096,77.640625,13.039096,77.700625,Snack ,2,9.314908769971195,14
7F10,CHENRES07DEL02,33,4.9,13.081878,80.248519,13.161878,80.328519,Buffet ,2,12.417115998944011,26
4AA8,MYSRES08DEL01,28,4.5,12.297954,76.665169,12.337954,76.705169,Meal ,1,6.218153086065015,16
4DDB,BANGRES09DEL03,27,4.7,12.934179,77.615797,12.994179,77.675797,Snack ,1,9.315729044609785,23
5CE3,SURRES06DEL03,28,4.9,21.185047,72.80859,21.275047,72.89859,Buffet ,2,13.680987399157162,26
49AE,HYDRES17DEL01,37,4.7,17.451976,78.385883,17.491976,78.425883,Buffet ,3,6.146746629962817,22
813B,PUNERES20DEL03,25,4.8,18.592718,73.773572,18.682718,73.863572,Buffet ,2,13.786698988713738,19
50A0,MUMRES04DEL01,22,4.9,19.254567,72.848923,19.294567,72.888923,Meal ,2,6.116387229265562,14
77B6,HYDRES19DEL01,20,4.6,17.458998,78.500366,17.568998,78.610366,Meal ,2,16.901690663165983,21
5350,HYDRES16DEL02,20,5.0,17.440827,78.393391,17.490827,78.443391,Snack ,2,7.683556858430526,30
DDF7,KOCRES19DEL02,25,4.6,9.960846,76.293936,10.040846,76.373936,Snack ,2,12.485057737517899,20
888,INDORES03DEL03,29,4.6,22.751857,75.866699,22.781857,75.896699,Meal ,2,4.53754359959467,28
4A82,BANGRES06DEL01,29,4.6,12.979096,77.640625,13.019096,77.680625,Meal ,2,6.210061176100267,17
D101,BHPRES010DEL02,27,4.9,23.266261,77.379605,23.346261,77.459605,Buffet ,3,12.077924313931113,21
50D9,JAPRES08DEL01,31,4.7,26.910262,75.783013,27.020262,75.893013,Meal ,2,16.384574278446483,29
170D,MYSRES02DEL01,29,4.6,12.304569,76.643622,12.314569,76.653622,Snack ,3,1.5545625412407003,17
7F3,SURRES010DEL03,25,5.0,21.17106,72.789292,21.23106,72.849292,Buffet ,3,9.121491544069729,12
C437,ALHRES20DEL01,30,4.7,25.454697,81.834492,25.494697,81.874492,Snack ,3,5.992163616430426,27
1188,JAPRES16DEL02,28,4.8,26.849596,75.800512,26.899596,75.850512,Meal ,3,7.450185408246092,15
3400,HYDRES16DEL02,37,4.8,17.440827,78.393391,17.520827,78.473391,Buffet ,2,12.293207925868513,30
59A2,PUNERES02DEL02,38,4.5,18.55144,73.804855,18.63144,73.884855,Meal ,2,12.256421318543588,31
D082,KOLRES12DEL02,26,4.9,22.551084,88.354127,22.601084,88.404127,Buffet ,3,7.567411306545492,13
506D,CHENRES20DEL02,32,4.7,12.975996,80.221898,13.055996,80.301898,Snack ,2,12.419709768770852,42
6141,INDORES07DEL01,31,4.9,22.722634,75.886959,22.762634,75.926959,Snack ,2,6.050551152462876,30
9923,JAPRES20DEL01,24,4.6,26.956431,75.776649,26.996431,75.816649,Snack ,3,5.95776607270054,26
BACB,PUNERES09DEL01,30,3.5,18.536562,73.896485,18.646562,74.006485,Meal ,2,16.852572769450653,32
33DA,CHENRES11DEL03,35,4.7,13.064181,80.236442,13.124181,80.296442,Drinks ,3,9.313347514768024,25
B828,INDORES11DEL02,21,4.7,22.751234,75.88949,22.831234,75.96949,Meal ,3,12.099122314389794,27
6849,JAPRES11DEL03,20,4.9,26.90294,75.793007,26.93294,75.823007,Meal ,3,4.469351491411031,25
A6A3,JAPRES06DEL01,36,4.0,26.911927,75.797282,26.921927,75.807282,Snack ,2,1.489789766813,33
2EB7,MUMRES12DEL01,32,4.6,19.207222,72.972281,19.247222,73.012281,Meal ,3,6.117219095561937,29
2A48,BANGRES05DEL02,24,4.9,12.970324,77.645748,13.100324,77.775748,Buffet ,2,20.18125982649362,44
1871,SURRES06DEL02,39,3.9,21.185047,72.80859,21.265047,72.88859,Snack ,2,12.161069532201358,38
1BAE,JAPRES03DEL02,32,4.3,26.913483,75.803139,27.043483,75.933139,Snack ,2,19.362580183465894,54
172E,JAPRES07DEL01,30,4.9,26.766536,75.837333,26.806536,75.877333,Snack ,2,5.962202685727718,20
9010,JAPRES02DEL01,30,4.7,26.914142,75.805704,26.954142,75.845704,Drinks ,2,5.9587562421893265,24
B67B,INDORES13DEL01,31,4.6,22.745049,75.892471,22.755049,75.902471,Meal ,3,1.5126000890232916,28
153F,JAPRES04DEL01,36,4.9,26.902328,75.794257,27.012328,75.904257,Drinks ,2,16.38508523506451,25
47DF,SURRES08DEL03,28,4.2,21.173343,72.792731,21.233343,72.852731,Buffet ,2,9.121425981981247,20
7998,VADRES14DEL03,35,4.7,22.311603,73.165012,22.371603,73.225012,Buffet ,2,9.087972744661085,30
7B2B,CHENRES06DEL02,24,4.5,13.054347,80.257221,13.074347,80.277221,Buffet ,2,3.104632093351238,12
8D00,VADRES01DEL01,26,4.7,22.307898,73.167788,22.347898,73.207788,Drinks ,3,6.058923147526397,15
3D6B,MUMRES19DEL02,27,4.9,19.131141,72.813074,19.181141,72.863074,Snack ,3,7.648080628607945,29
BDA1,SURRES13DEL03,39,4.6,21.170096,72.789122,21.260096,72.879122,Snack ,1,13.681631975373575,29
A013,JAPRES12DEL01,35,4.6,26.902908,75.792934,26.942908,75.832934,Drinks ,2,5.959019072169318,29
7292,COIMBRES04DEL02,21,4.5,11.024839,77.007003,11.044839,77.027003,Drinks ,2,3.116128490575321,41
A5AE,COIMBRES19DEL02,29,5.0,11.022298,76.998349,11.102298,77.078349,Meal ,2,12.463941144204773,36
EF0,SURRES06DEL01,20,4.6,21.185047,72.80859,21.295047,72.91859,Snack ,2,16.720678992752937,35
40DD,VADRES01DEL01,21,4.6,22.307898,73.167788,22.347898,73.207788,Buffet ,1,6.058923147526397,27
87B,JAPRES01DEL03,29,4.6,26.90519,75.810753,26.93519,75.840753,Meal ,2,4.46931202175492,26
7C87,HYDRES04DEL02,37,4.6,17.411028,78.329645,17.491028,78.409645,Meal ,2,12.294166376369663,48
AE4F,MUMRES010DEL02,22,4.7,19.003517,72.82765,19.133517,72.95765,Buffet ,3,19.88997830374344,15
18DA,COIMBRES03DEL01,29,4.6,11.025083,77.015393,11.035083,77.025393,Drinks ,2,1.5580766213086716,16
5770,HYDRES14DEL02,22,4.1,17.426228,78.407495,17.506228,78.487495,Meal ,2,12.293677673573285,34
D4C0,DEHRES13DEL03,37,4.4,30.366322,78.070453,30.456322,78.160453,Buffet ,3,13.215100182600441,35
4382,BANGRES09DEL03,32,4.5,12.934179,77.615797,12.994179,77.675797,Buffet ,2,9.315729044609785,28
A2A1,PUNERES06DEL01,20,4.8,18.546258,73.904337,18.556258,73.914337,Buffet ,2,1.5322236104030795,14
1AF9,MYSRES20DEL01,34,4.7,12.337978,76.616792,12.377978,76.656792,Snack ,3,6.217689154531591,27
4067,VADRES03DEL03,38,4.9,22.32,73.17,22.38,73.23,Snack ,2,9.087720328091443,18
91BB,PUNERES11DEL02,29,4.7,18.533811,73.899315,18.583811,73.949315,Drinks ,3,7.660957436559021,13
5366,MUMRES18DEL03,30,4.2,19.1093,72.825451,19.1693,72.885451,Drinks ,3,9.17813837505589,35
93FF,RANCHIRES18DEL03,24,4.7,23.351489,85.324253,23.381489,85.354253,Meal ,3,4.528282400326011,16
62A1,PUNERES17DEL01,34,4.7,18.530963,73.828972,18.600963,73.898972,Drinks ,2,10.725127399399225,39
53B6,RANCHIRES15DEL03,24,4.9,23.369746,85.33982,23.399746,85.36982,Drinks ,2,4.5279972125744,19
1277,SURRES13DEL03,38,4.8,21.170096,72.789122,21.230096,72.849122,Meal ,2,9.121519225895119,29
5017,BANGRES20DEL01,21,5.0,12.972161,77.596014,13.012161,77.636014,Drinks ,2,6.210145663324764,21
31A5,CHENRES18DEL01,24,4.8,12.981615,80.231598,13.051615,80.301598,Snack ,2,10.867232952679458,20
8B31,RANCHIRES05DEL02,23,4.4,23.355164,85.324097,23.375164,85.344097,Drinks ,2,3.0188687420087144,17
2670,HYDRES20DEL03,24,4.5,17.483216,78.552111,17.513216,78.582111,Snack ,3,4.609743188391016,22
DCE4,LUDHRES04DEL03,33,4.6,30.914057,75.83982,31.054057,75.97982,Buffet ,2,20.505025636231377,26
79DD,COIMBRES19DEL01,21,4.8,11.022298,76.998349,11.092298,77.068349,Meal ,3,10.906039889040942,22
6BB9,SURRES03DEL03,32,4.9,21.186884,72.793616,21.216884,72.823616,Meal ,3,4.560734055769101,28
4F65,INDORES07DEL01,37,4.7,22.722634,75.886959,22.762634,75.926959,Drinks ,2,6.050551152462876,26
2260,MUMRES01DEL02,26,4.7,19.12663,72.829976,19.17663,72.879976,Meal ,2,7.6481792534738355,20
5096,HYDRES010DEL03,37,4.8,17.428294,78.404423,17.488294,78.464423,Meal ,2,9.220449825751995,43
DBB3,GOARES02DEL02,20,5.0,15.585658,73.743606,15.665658,73.823606,Buffet ,3,12.349986855289886,40
D7B6,GOARES16DEL01,33,4.5,15.498603,73.826911,15.608603,73.936911,Snack ,2,16.984098986960163,47
4AD1,INDORES14DEL02,33,4.8,22.761593,75.886362,22.811593,75.936362,Meal ,3,7.5620699721624804,13
2536,JAPRES14DEL01,38,4.9,26.88842,75.800689,26.99842,75.910689,Snack ,2,16.38598063528554,38
49F2,SURRES03DEL01,35,4.0,21.186884,72.793616,21.296884,72.903616,Drinks ,2,16.720582121841456,34
D602,AURGRES01DEL01,39,4.9,19.876219,75.346017,19.946219,75.416017,Snack ,2,10.683789736660017,21
7DF1,JAPRES11DEL01,32,4.3,26.90294,75.793007,27.01294,75.903007,Meal ,2,16.385045825961107,42
1339,CHENRES19DEL03,34,4.7,12.986047,80.218114,13.046047,80.278114,Buffet ,2,9.314781588433535,30
4C53,JAPRES01DEL03,37,5.0,26.90519,75.810753,26.96519,75.870753,Drinks ,3,8.938097379311301,34
D9AA,KNPRES03DEL03,38,4.9,26.469003,80.316344,26.499003,80.346344,Snack ,3,4.476914564953864,14
1113,COIMBRES14DEL03,23,4.7,11.003681,76.975525,11.093681,77.065525,Meal ,2,14.022253080995231,34
B007,COIMBRES20DEL02,38,4.6,10.994136,76.963303,11.124136,77.093303,Snack ,3,20.254010036496762,29
33F5,INDORES09DEL03,23,4.6,22.725835,75.887648,22.815835,75.977648,Buffet ,3,13.61244755449679,10
272C,JAPRES14DEL02,29,4.9,26.88842,75.800689,26.96842,75.880689,Snack ,3,11.917779612813971,39
1308,HYDRES12DEL02,27,4.9,17.429585,78.392621,17.479585,78.442621,Buffet ,3,7.683782781592617,19
D83A,KOCRES20DEL01,27,5.0,9.979186,76.317361,10.089186,76.427361,Snack ,1,17.16608500785791,40
A527,INDORES14DEL01,32,4.2,22.761593,75.886362,22.801593,75.926362,Snack ,3,6.04975791889521,32
D80A,AGRRES12DEL03,30,4.6,27.165108,78.015053,27.225108,78.075053,Snack ,2,8.928939271550702,29
4BEB,MYSRES08DEL01,20,4.8,12.297954,76.665169,12.307954,76.675169,Drinks ,2,1.5545816630911855,16
BB4A,INDORES02DEL03,35,4.6,22.651847,75.881991,22.741847,75.971991,Snack ,3,13.615833459011268,29
A28B,BANGRES05DEL01,29,4.8,12.970324,77.645748,13.040324,77.715748,Drinks ,1,10.867473945951692,17
46A7,INDORES16DEL02,24,4.4,22.744648,75.894377,22.874648,76.024377,Snack ,3,19.659851482292062,42
9068,MUMRES12DEL01,24,4.4,19.207222,72.972281,19.317222,73.082281,Drinks ,2,16.82066030021692,39
6FF4,HYDRES18DEL01,28,5.0,17.450851,78.379347,17.490851,78.419347,Drinks ,2,6.146764727341459,31
7B09,CHENRES15DEL02,35,4.7,13.026286,80.275235,13.046286,80.295235,Drinks ,2,3.104803710518419,25
4413,CHENRES12DEL02,37,4.3,12.972793,80.249982,13.052793,80.329982,Snack ,3,12.419787919082209,34
BBE3,RANCHIRES09DEL01,33,4.8,23.351058,85.325731,23.391058,85.365731,Meal ,2,6.037614687084906,25
5A3D,COIMBRES010DEL02,26,4.4,11.003008,76.97544,11.053009,77.02544,Snack ,2,7.790489304769405,33
5629,CHENRES06DEL02,29,4.8,13.054347,80.257221,13.104347,80.307221,Meal ,3,7.7613504048972315,13
B71E,COIMBRES02DEL02,30,4.4,11.022477,76.995667,11.042477,77.015667,Buffet ,2,3.1161407812915187,30
51DE,COIMBRES20DEL01,34,4.4,10.994136,76.963303,11.034136,77.003303,Snack ,3,6.232472211118879,39
9079,COIMBRES20DEL02,35,4.7,10.994136,76.963303,11.044136,77.013303,Buffet ,3,7.790525266841046,18
A8AF,MUMRES010DEL01,29,4.1,19.003517,72.82765,19.113517,72.93765,Snack ,2,16.83046129455743,34
7CB5,COIMBRES08DEL02,30,5.0,11.001852,76.976268,11.131852,77.106268,Drinks ,1,20.253748386838097,38
B459,PUNERES20DEL01,23,4.7,18.592718,73.773572,18.602718,73.783572,Buffet ,2,1.5320260227341909,13
5141,CHENRES08DEL01,39,4.1,13.022394,80.242439,13.062394,80.282439,Snack ,2,6.209532713916441,32
B918,RANCHIRES19DEL02,39,4.8,23.333017,85.3172,23.413017,85.3972,Drinks ,2,12.075147204184725,20
C5C,SURRES20DEL03,28,4.7,21.15276,72.778059,21.21276,72.838059,Snack ,2,9.12201685083382,27
E1C9,LUDHRES09DEL03,36,4.7,30.885814,75.786976,30.945814,75.846976,Buffet ,3,8.79053037846535,16
A741,CHENRES01DEL02,33,4.8,13.005801,80.250744,13.055801,80.300744,Snack ,2,7.762092914972186,16
8E7D,PUNERES04DEL03,22,4.9,18.51421,73.838429,18.54421,73.868429,Buffet ,3,4.596951629499115,14
DFEA,LUDHRES010DEL03,30,3.8,30.89286,75.822199,31.03286,75.962199,Snack ,3,20.506954885363346,36
916A,BANGRES13DEL02,36,4.7,12.935662,77.61413,13.065662,77.74413,Buffet ,1,20.18263448829367,24
D425,DEHRES17DEL03,34,4.9,30.327968,78.046106,30.467968,78.186106,Snack ,1,20.55801888595094,30
58A9,PUNERES11DEL02,30,4.9,18.533811,73.899315,18.663811,74.029315,Snack ,3,19.916274899797408,30
A4DF,COIMBRES03DEL02,27,4.7,11.025083,77.015393,11.155083,77.145393,Snack ,2,20.252959556511744,41
3743,RANCHIRES06DEL01,27,4.8,23.357804,85.325146,23.367804,85.335146,Meal ,2,1.5094466586405106,17
8FBA,PUNERES14DEL03,28,4.7,18.516216,73.842527,18.546216,73.872527,Meal ,3,4.5969260911847485,13
BD48,SURRES12DEL02,28,4.8,21.183434,72.814492,21.263434,72.894492,Drinks ,2,12.161131350318817,33
812B,SURRES14DEL03,31,4.9,21.157729,72.768726,21.217729,72.828726,Meal ,2,9.121874253616898,23
1116,BANGRES20DEL01,28,4.9,12.972161,77.596014,13.082161,77.706014,Snack ,2,17.076725433736602,11
A3F1,RANCHIRES06DEL01,21,4.7,23.357804,85.325146,23.427804,85.395146,Snack ,2,10.565032566504131,36
4B24,HYDRES13DEL03,21,4.7,17.431477,78.40035,17.461477,78.43035,Snack ,3,4.610367445745056,24
1C72,BANGRES04DEL02,23,4.9,12.98041,77.640489,13.06041,77.720489,Buffet ,2,12.41960204102968,21
62C7,RANCHIRES11DEL03,28,4.7,23.359194,85.325447,23.389194,85.355447,Meal ,3,4.528162065607132,10
8AD3,HYDRES010DEL03,21,4.9,17.428294,78.404423,17.488294,78.464423,Drinks ,1,9.220449825751995,28
CF09,ALHRES17DEL02,20,4.6,25.45235,81.841889,25.53235,81.921889,Meal ,2,11.983536457749452,28
5203,SURRES04DEL03,37,4.5,21.173493,72.801953,21.203493,72.831953,Buffet ,3,4.560926278066122,15
1D63,HYDRES010DEL02,36,4.3,17.428294,78.404423,17.558294,78.534423,Buffet ,2,19.975808791439345,34
B924,HYDRES03DEL01,27,4.8,17.422819,78.449578,17.492819,78.519578,Meal ,3,10.7572047086705,15
16EA,MUMRES11DEL03,31,4.8,18.994237,72.825553,19.024237,72.855553,Meal ,3,4.590769055748737,32
DCEF,DEHRES03DEL01,32,4.8,30.335259,78.053162,30.405259,78.123162,Drinks ,2,10.28025496348227,28
C9A,SURRES20DEL02,29,4.9,21.15276,72.778059,21.28276,72.908059,Drinks ,2,19.76218981785925,33
68F7,MYSRES05DEL01,31,4.6,12.323978,76.627961,12.393978,76.697961,Drinks ,2,10.88093543843387,24
C5D8,KOCRES18DEL01,35,4.3,9.957144,76.296783,9.967144,76.306783,Drinks ,2,1.5607236381087306,28
7702,SURRES07DEL02,28,4.7,21.170798,72.790489,21.300798,72.920489,Drinks ,3,19.76106632827125,26
2D6F,MYSRES19DEL02,36,4.6,12.334022,76.618203,12.354022,76.638203,Drinks ,1,3.1089255711547725,15
494E,COIMBRES18DEL01,37,4.2,11.02091,76.940432,11.09091,77.010432,Drinks ,1,10.906065218662736,39
1F07,JAPRES11DEL03,36,4.1,26.90294,75.793007,27.04294,75.933007,Snack ,2,20.85246332426527,35
356B,COIMBRES12DEL01,22,4.8,11.000762,76.981876,11.040762,77.021876,Meal ,3,6.232403352170867,29
C67C,KOLRES15DEL03,21,4.7,22.552672,88.352885,22.612672,88.412885,Snack ,2,9.08069365258785,17
99000000,SURRES14DEL01,26,4.5,21.157729,72.768726,21.267729,72.878726,Meal ,2,16.72211869180285,28
8DAC,CHENRES11DEL01,20,4.9,13.064181,80.236442,13.174181,80.346442,Drinks ,1,17.07362495419754,27
CE91,ALHRES05DEL02,34,4.8,25.457687,81.835585,25.587687,81.965585,Snack ,3,19.47103626702417,28
2B58,SURRES02DEL03,31,4.5,21.186608,72.794136,21.216608,72.824136,Snack ,2,4.560738018710785,30
9EE9,PUNERES20DEL03,32,4.1,18.592718,73.773572,18.682718,73.863572,Buffet ,2,13.786698988713738,32
CA5E,DEHRES17DEL01,24,4.9,30.327968,78.046106,30.437968,78.156106,Buffet ,3,16.153788730846898,11
1EC2,PUNERES12DEL01,29,4.6,18.520016,73.830547,18.630016,73.940547,Meal ,2,16.853347148215086,19
5191,MYSRES19DEL01,20,4.9,12.334022,76.618203,12.404022,76.688203,Buffet ,3,10.880731284671972,34
6CFD,SURRES17DEL02,27,4.1,21.149569,72.772697,21.279569,72.902697,Snack ,3,19.762388480864143,33
3882,HYDRES13DEL03,30,4.4,17.431477,78.40035,17.461477,78.43035,Buffet ,2,4.610367445745056,39
A9CD,JAPRES18DEL01,26,4.7,26.913987,75.752891,26.923987,75.762891,Buffet ,3,1.4897777216516548,17
3C4B,RANCHIRES16DEL02,27,5.0,23.371292,85.327872,23.451292,85.407872,Meal ,2,12.073551890748645,17
C483,KNPRES04DEL02,24,5.0,26.471529,80.313458,26.521529,80.363458,Snack ,3,7.461162575789885,13
AB40,COIMBRES18DEL02,22,4.2,11.02091,76.940432,11.07091,76.990432,Meal ,2,7.790177003822013,15
6DFF,INDORES15DEL01,39,4.5,22.760072,75.892574,22.770072,75.902574,Drinks ,3,1.5125236323325255,18
7812,PUNERES04DEL02,36,4.9,18.51421,73.838429,18.59421,73.918429,Snack ,2,12.257687886802879,23
6EA1,SURRES01DEL02,22,4.6,21.186438,72.794115,21.316438,72.924115,Meal ,3,19.760091519675676,11
5276,MUMRES17DEL02,29,4.7,19.121999,72.908493,19.141999,72.928493,Drinks ,2,3.059443338897214,24
CCCD,AGRRES12DEL03,29,4.5,27.165108,78.015053,27.255108,78.105053,Buffet ,2,13.392612276663236,12
1F1B,MYSRES19DEL02,37,4.7,12.334022,76.618203,12.414022,76.698203,Drinks ,2,12.435005114517455,40
494A,MUMRES08DEL02,35,4.5,19.065838,72.832658,19.145838,72.912658,Drinks ,3,12.238686345324815,39
B035,INDORES19DEL01,32,5.0,22.745536,75.893106,22.785536,75.933106,Drinks ,3,6.050084991996258,27
B346,RANCHIRES07DEL01,35,4.6,23.359407,85.325055,23.369407,85.335055,Meal ,3,1.5094383155993516,27
43B7,INDORES06DEL02,20,3.7,22.728163,75.884212,22.778163,75.934212,Drinks ,2,7.562921044749782,49
A875,JAPRES19DEL02,38,4.8,26.913726,75.75282,26.993726,75.83282,Drinks ,1,11.9165950600701,29
C45A,KNPRES15DEL03,34,4.7,26.482419,80.320939,26.542419,80.380939,Buffet ,3,8.95284434108491,27
B21A,MUMRES04DEL03,26,4.5,19.254567,72.848923,19.284567,72.878923,Meal ,3,4.587356404161672,25
DC60,AGRRES11DEL03,26,4.7,27.163303,78.057044,27.303303,78.197044,Buffet ,1,20.831034086787458,16
6C0C,MUMRES17DEL03,35,4.6,19.121999,72.908493,19.181999,72.968493,Meal ,2,9.177805335295874,26
5FEE,INDORES08DEL03,34,4.7,22.725748,75.898497,22.785747,75.958497,Meal ,2,9.07534450196205,48
5A8A,BANGRES03DEL02,21,4.8,12.979166,77.640709,13.059166,77.720709,Snack ,2,12.41963240553105,20
6BB8,SURRES010DEL01,37,4.7,21.17106,72.789292,21.28106,72.899292,Snack ,2,16.72141633133003,41
67F2,JAPRES16DEL03,23,4.1,26.849596,75.800512,26.879596,75.830512,Snack ,2,4.470286489434607,34
C987,KOLRES18DEL02,35,4.3,22.569367,88.433187,22.619367,88.483187,Snack ,3,7.566949091648288,32
3C65,HYDRES19DEL03,31,4.0,17.458998,78.500366,17.548998,78.590366,Snack ,3,13.829019124454268,42
1523,COIMBRES09DEL03,24,4.7,11.008638,76.984311,11.068638,77.044311,Buffet ,2,9.348325936764454,12
D33,CHENRES07DEL01,23,4.6,13.081878,80.248519,13.191878,80.358519,Buffet ,2,17.07302628964209,27
9A3C,PUNERES010DEL02,33,4.2,18.539299,73.897902,18.619299,73.977902,Drinks ,3,12.256834609677016,42
AABC,BANGRES14DEL02,38,5.0,12.949934,77.699386,13.029934,77.779386,Buffet ,2,12.420345124240976,45
A89C,CHENRES15DEL02,38,4.8,13.026286,80.275235,13.046286,80.295235,Drinks ,3,3.104803710518419,28
471C,JAPRES03DEL01,27,4.9,26.913483,75.803139,26.923483,75.813139,Snack ,3,1.4897806686912982,21
6045,MYSRES06DEL02,21,4.6,12.323994,76.626167,12.453994,76.756167,Drinks ,2,20.20631581133856,14
BF4B,DEHRES04DEL03,29,4.6,30.340722,78.060221,30.480722,78.200221,Buffet ,2,20.556873469392375,42
15B0,JAPRES03DEL01,38,4.0,26.913483,75.803139,26.923483,75.813139,Buffet ,2,1.4897806686912982,28
868B,RANCHIRES13DEL03,27,4.8,23.374989,85.335486,23.434989,85.395486,Meal ,2,9.055361318453961,11
D8FD,KOLRES12DEL03,24,4.9,22.551084,88.354127,22.611084,88.414127,Buffet ,3,9.080741822177433,28
93CC,PUNERES19DEL02,36,4.9,18.563934,73.915367,18.693935,74.045367,Meal ,2,19.914686965545187,43
2044,SURRES13DEL02,39,4.5,21.170096,72.789122,21.250096,72.869122,Meal ,3,12.161642370389037,15
6A63,INDORES11DEL02,20,4.9,22.751234,75.88949,22.801234,75.93949,Buffet ,3,7.562333809640329,25
4310,RANCHIRES15DEL03,36,4.4,23.369746,85.33982,23.459746,85.42982,Meal ,2,13.58258356489648,51
72C2,JAPRES03DEL03,27,4.7,26.913483,75.803139,26.943483,75.833139,Buffet ,2,4.469166522803337,25
9829,JAPRES06DEL03,38,3.7,26.911927,75.797282,27.001927,75.887282,Drinks ,2,13.406000552536867,39
6897,INDORES03DEL02,36,3.5,22.751857,75.866699,22.831857,75.946699,Meal ,2,12.099096916817196,40
554D,CHENRES12DEL01,22,4.3,12.972793,80.249982,13.042793,80.319982,Drinks ,1,10.867421265092352,42
662E,COIMBRES06DEL02,33,4.6,11.021278,76.995017,11.151278,77.125017,Snack ,2,20.253088868519526,20
ABFC,MUMRES16DEL02,37,4.3,19.120083,72.907385,19.250083,73.037385,Buffet ,3,19.883360631545855,35
B1B1,BANGRES14DEL02,37,4.6,12.949934,77.699386,13.029934,77.779386,Snack ,2,12.420345124240976,26
6BF7,RANCHIRES05DEL02,25,5.0,23.355164,85.324097,23.375164,85.344097,Snack ,2,3.0188687420087144,25
400000000,SURRES19DEL01,29,4.6,21.149669,72.772629,21.259669,72.882629,Snack ,3,16.722543155307,16
2999999999999999970243226566638182596608,MUMRES09DEL03,28,4.7,18.994049,72.825203,19.024049,72.855203,Buffet ,2,4.590771505102241,24
B406,RANCHIRES17DEL02,23,4.5,23.374878,85.335739,23.394878,85.355739,Meal ,2,3.0186634483528856,14
7109,BANGRES07DEL01,39,4.3,12.978453,77.643685,13.018453,77.683685,Drinks ,3,6.210069011405746,37
2BB3,HYDRES14DEL03,28,4.9,17.426228,78.407495,17.486228,78.467495,Buffet ,2,9.220499640905741,18
C632,KOCRES13DEL01,36,5.0,9.991703,76.293136,10.101703,76.403136,Drinks ,2,17.16575814260645,40
7FF6,BANGRES03DEL02,25,4.4,12.979166,77.640709,12.999166,77.660709,Drinks ,2,3.105091096509636,39
3465,BANGRES15DEL02,37,4.5,12.975377,77.696664,12.995377,77.716664,Snack ,2,3.1051141624973875,28
510000000,INDORES03DEL01,38,4.5,22.751857,75.866699,22.861857,75.976699,Snack ,3,16.63541627418215,16
B391,MUMRES02DEL01,38,3.8,19.221315,72.862381,19.291315,72.932381,Drinks ,3,10.704238934519317,37
4336,INDORES18DEL02,35,4.3,22.753839,75.897429,22.773839,75.917429,Snack ,2,3.025059809277375,22
279F,MUMRES13DEL03,27,4.2,19.178321,72.834715,19.268321,72.924715,Buffet ,2,13.763896210757977,33
8853,SURRES18DEL02,31,4.4,21.149834,72.778666,21.199834,72.828666,Drinks ,2,7.601870282547478,33
7856,CHENRES16DEL02,23,4.8,13.049645,80.242268,13.099645,80.292268,Drinks ,3,7.7614224372753755,20
